loan_id,farmer_id,region,land_holding_acres,prior_loan_count,prior_defaults,crop_type,season,loan_amount,interest_rate,loan_to_land_ratio,repayment_status,days_overdue
L101819,F21819,Baramati,3,1,0,Sugarcane,Kharif,39700,11.14,13233,Defaulted,146
L101820,F21820,Indapur,1.8,4,1,Onion,Kharif,31500,11.54,17500,"Paid Late",57
L101821,F21821,Indapur,1.4,1,0,Soybean,Rabi,20100,7.89,14357,Defaulted,204
L101822,F21822,Phaltan,5.4,1,0,Soybean,Kharif,55800,9.11,10333,Defaulted,272
L101823,F21823,Indapur,2.6,2,0,Jowar,Kharif,41400,10.26,15923,Defaulted,186
L101824,F21824,Malshiras,2.2,0,0,Jowar,Kharif,29800,11.11,13545,Defaulted,201
L101825,F21825,Phaltan,6.9,0,0,Wheat,Rabi,60700,10.69,8797,"Paid On Time",0
L101826,F21826,Malshiras,5,3,0,Jowar,Kharif,64900,7.61,12980,"Paid Late",32
L101827,F21827,Baramati,0.9,0,0,Sugarcane,Rabi,15000,10.23,16667,Defaulted,149
L101828,F21828,Malshiras,4.4,1,0,Jowar,Rabi,51300,8.47,11659,"Paid On Time",0
L101829,F21829,Phaltan,4.4,4,1,Cotton,Kharif,75600,9.03,17182,"Paid On Time",0
L101830,F21830,Malshiras,2.9,3,1,Jowar,Kharif,48600,11.97,16759,Defaulted,143
L101831,F21831,Indapur,2.9,2,0,Cotton,Kharif,35800,7.79,12345,"Paid Late",39
L101832,F21832,Malshiras,1.2,2,0,Sugarcane,Rabi,15000,7.52,12500,"Paid On Time",0
L101833,F21833,Daund,10.6,0,0,Soybean,Rabi,112200,9.05,10585,"Paid On Time",0
L101834,F21834,Baramati,3,3,0,Jowar,Rabi,25400,11.32,8467,"Paid On Time",0
L101835,F21835,Daund,4.3,2,0,Soybean,Rabi,60900,7.81,14163,"Paid On Time",0
L101836,F21836,Baramati,3.1,0,0,Jowar,Rabi,34600,7.4,11161,"Paid On Time",0
L101837,F21837,Malshiras,2.2,1,1,Sugarcane,Rabi,19100,9.09,8682,"Paid Late",23
L101838,F21838,Indapur,5.7,2,1,Sugarcane,Kharif,99700,10.16,17491,Defaulted,246
L101839,F21839,Indapur,3.8,2,0,Soybean,Rabi,33200,7.77,8737,"Paid On Time",0
L101840,F21840,Daund,3,4,1,Soybean,Kharif,27300,11.02,9100,"Paid On Time",0
L101841,F21841,Daund,4.3,1,0,Wheat,Kharif,54400,11.23,12651,"Paid On Time",0
L101842,F21842,Baramati,3.3,1,0,Onion,Kharif,25400,9.61,7697,"Paid Late",50
L101843,F21843,Malshiras,9,1,0,Wheat,Kharif,70000,7.15,7778,"Paid On Time",0
L101844,F21844,Malshiras,5.6,2,0,Soybean,Kharif,63000,9.58,11250,"Paid Late",16
L101845,F21845,Phaltan,4.7,1,0,Soybean,Kharif,45000,8.07,9574,"Paid Late",19
L101846,F21846,Phaltan,1.3,2,0,Onion,Kharif,18500,9.23,14231,"Paid On Time",0
L101847,F21847,Daund,4.8,2,0,Wheat,Rabi,64600,10.8,13458,"Paid On Time",0
L101848,F21848,Daund,4.7,1,1,Jowar,Kharif,57800,7.27,12298,"Paid On Time",0
L101849,F21849,Daund,1.8,1,0,Cotton,Kharif,24100,7,13389,"Paid Late",16
L101850,F21850,Baramati,1.3,1,0,Wheat,Rabi,15000,7.67,11538,"Paid On Time",0
L101851,F21851,Baramati,5.4,1,1,Sugarcane,Rabi,89900,7.23,16648,"Paid Late",19
L101852,F21852,Indapur,5.8,1,0,Wheat,Rabi,65100,8.3,11224,Defaulted,141
L101853,F21853,Daund,2.3,1,0,Jowar,Kharif,24700,9.02,10739,"Paid Late",59
L101854,F21854,Baramati,2.3,1,0,Onion,Kharif,16100,10.9,7000,"Paid On Time",0
L101855,F21855,Baramati,3.8,2,0,Sugarcane,Rabi,42100,7.15,11079,Defaulted,342
L101856,F21856,Malshiras,2.6,2,0,Jowar,Kharif,43300,8.75,16654,"Paid Late",28
L101857,F21857,Indapur,1.2,1,0,Sugarcane,Rabi,17100,11.65,14250,Defaulted,126
L101858,F21858,Daund,1.8,1,0,Soybean,Kharif,18900,9.88,10500,"Paid Late",20
L101859,F21859,Daund,4.2,3,0,Wheat,Kharif,34500,11.13,8214,"Paid On Time",0
L101860,F21860,Phaltan,1.9,1,0,Soybean,Rabi,27300,9.42,14368,"Paid On Time",0
L101861,F21861,Phaltan,6,1,1,Cotton,Kharif,69400,7.49,11567,Defaulted,352
L101862,F21862,Indapur,4.7,0,0,Wheat,Kharif,39800,7.93,8468,"Paid On Time",0
L101863,F21863,Malshiras,4.3,0,0,Wheat,Rabi,64200,10.79,14930,"Paid On Time",0
L101864,F21864,Indapur,3.7,1,0,Wheat,Kharif,55400,11.32,14973,"Paid Late",40
L101865,F21865,Malshiras,2.1,2,1,Soybean,Kharif,24800,9.34,11810,"Paid On Time",0
L101866,F21866,Daund,5.1,0,0,Wheat,Kharif,73900,9.46,14490,"Paid On Time",0
L101867,F21867,Baramati,2.1,0,0,Soybean,Kharif,30800,9.25,14667,"Paid On Time",0
L101868,F21868,Phaltan,6.2,0,0,Sugarcane,Rabi,65700,7.09,10597,Defaulted,168
L101869,F21869,Baramati,8.2,2,1,Soybean,Kharif,123200,7.48,15024,"Paid Late",16
L101870,F21870,Phaltan,3.8,0,0,Wheat,Kharif,56000,11.96,14737,Defaulted,259
L101871,F21871,Baramati,7.5,1,1,Cotton,Kharif,95100,7.21,12680,"Paid On Time",0
L101872,F21872,Indapur,1.8,2,0,Sugarcane,Rabi,21000,8.74,11667,"Paid On Time",0
L101873,F21873,Phaltan,4.7,3,0,Onion,Kharif,74600,10.45,15872,"Paid Late",38
L101874,F21874,Malshiras,3.4,2,0,Jowar,Rabi,31200,9.12,9176,"Paid Late",39
L101875,F21875,Daund,5.5,3,1,Wheat,Kharif,43900,11.91,7982,"Paid On Time",0
L101876,F21876,Baramati,0.9,1,0,Jowar,Kharif,15000,7.16,16667,"Paid On Time",0
L101877,F21877,Indapur,5.3,0,0,Onion,Rabi,45600,11.37,8604,"Paid Late",27
L101878,F21878,Malshiras,2.3,1,1,Soybean,Kharif,28900,7.67,12565,"Paid On Time",0
L101879,F21879,Phaltan,3.5,1,0,Cotton,Rabi,37200,8.02,10629,"Paid On Time",0
L101880,F21880,Baramati,10.4,2,0,Wheat,Rabi,125700,9.64,12087,"Paid On Time",0
L101881,F21881,Indapur,4.8,1,0,Onion,Rabi,51700,11.36,10771,"Paid On Time",0
L101882,F21882,Indapur,4.4,2,1,Wheat,Kharif,55800,9.07,12682,Defaulted,225
L101883,F21883,Baramati,4.2,1,0,Sugarcane,Rabi,50100,8.47,11929,"Paid On Time",0
L101884,F21884,Malshiras,6.6,0,0,Onion,Kharif,67500,9.01,10227,"Paid Late",25
L101885,F21885,Phaltan,5.6,1,0,Jowar,Rabi,54100,7.47,9661,Defaulted,333
L101886,F21886,Baramati,4.2,0,0,Soybean,Kharif,45100,11.19,10738,Defaulted,183
L101887,F21887,Phaltan,3.9,3,2,Onion,Kharif,57300,11.58,14692,"Paid On Time",0
L101888,F21888,Daund,3.8,1,0,Wheat,Kharif,59600,10.38,15684,Defaulted,191
L101889,F21889,Baramati,3.3,0,0,Jowar,Kharif,40000,9.22,12121,"Paid On Time",0
L101890,F21890,Daund,1.6,3,0,Onion,Rabi,23600,10.07,14750,"Paid On Time",0
L101891,F21891,Baramati,4.7,2,0,Sugarcane,Kharif,43600,9.76,9277,"Paid Late",38
L101892,F21892,Indapur,2.4,1,0,Jowar,Kharif,36100,7.26,15042,"Paid On Time",0
L101893,F21893,Malshiras,3.1,0,0,Soybean,Rabi,53100,8.97,17129,Defaulted,388
L101894,F21894,Phaltan,5.8,2,0,Jowar,Kharif,95700,10.28,16500,"Paid On Time",0
L101895,F21895,Baramati,3.4,2,0,Jowar,Rabi,36400,11.24,10706,"Paid On Time",0
L101896,F21896,Malshiras,3.2,2,0,Jowar,Kharif,22800,8.79,7125,"Paid On Time",0
L101897,F21897,Daund,3.8,1,0,Jowar,Kharif,34000,11.1,8947,"Paid On Time",0
L101898,F21898,Malshiras,2.8,2,0,Jowar,Kharif,33700,10.78,12036,"Paid On Time",0
L101899,F21899,Phaltan,10.3,1,0,Cotton,Kharif,102500,11.65,9951,Defaulted,345
L101900,F21900,Indapur,9.5,2,1,Soybean,Kharif,162800,11.95,17137,"Paid On Time",0
L101901,F21901,Daund,9.3,2,0,Sugarcane,Rabi,71900,7.21,7731,"Paid On Time",0
L101902,F21902,Daund,4.2,0,0,Jowar,Kharif,51100,9.19,12167,"Paid Late",26
L101903,F21903,Phaltan,2.3,0,0,Wheat,Rabi,29900,10.87,13000,"Paid On Time",0
L101904,F21904,Indapur,5.9,1,0,Wheat,Kharif,83800,11.12,14203,"Paid Late",33
L101905,F21905,Indapur,2.8,0,0,Cotton,Rabi,32600,7.41,11643,Defaulted,362
L101906,F21906,Indapur,6.2,1,1,Wheat,Kharif,62600,10.03,10097,"Paid On Time",0
L101907,F21907,Indapur,2.3,1,0,Soybean,Kharif,35100,11.49,15261,"Paid On Time",0
L101908,F21908,Baramati,4.4,1,0,Onion,Kharif,70000,8.14,15909,"Paid On Time",0
L101909,F21909,Baramati,6.8,1,0,Jowar,Kharif,105200,8.74,15471,Defaulted,236
L101910,F21910,Malshiras,2.9,2,0,Soybean,Rabi,28300,8.97,9759,"Paid On Time",0
L101911,F21911,Baramati,2.9,2,0,Jowar,Kharif,31300,8.97,10793,"Paid On Time",0
L101912,F21912,Malshiras,1.3,1,0,Sugarcane,Kharif,19500,9.81,15000,"Paid Late",33
L101913,F21913,Baramati,2.3,3,0,Sugarcane,Rabi,24700,7.3,10739,"Paid On Time",0
L101914,F21914,Phaltan,4.2,1,0,Wheat,Kharif,58500,10.9,13929,"Paid On Time",0
L101915,F21915,Indapur,4.5,1,0,Wheat,Kharif,63000,7.61,14000,Defaulted,185
L101916,F21916,Daund,5,0,0,Sugarcane,Kharif,75500,11.07,15100,"Paid On Time",0
L101917,F21917,Indapur,1.1,2,0,Cotton,Kharif,15000,7.09,13636,Defaulted,224
L101918,F21918,Daund,2.9,3,0,Soybean,Kharif,37000,10.94,12759,"Paid On Time",0
L101919,F21919,Daund,1.4,0,0,Sugarcane,Rabi,15000,8.78,10714,"Paid On Time",0
L101920,F21920,Daund,4,0,0,Soybean,Rabi,36500,10.28,9125,"Paid On Time",0
L101921,F21921,Indapur,1.2,1,0,Soybean,Rabi,15000,7.9,12500,"Paid On Time",0
L101922,F21922,Daund,1.7,3,0,Onion,Kharif,16200,9.69,9529,"Paid On Time",0
L101923,F21923,Malshiras,5.5,2,0,Cotton,Kharif,77700,8.5,14127,"Paid Late",33
L101924,F21924,Daund,2.5,1,0,Sugarcane,Rabi,28500,7.02,11400,"Paid On Time",0
L101925,F21925,Indapur,7.6,3,0,Sugarcane,Kharif,94600,10.63,12447,"Paid On Time",0
L101926,F21926,Baramati,5,1,0,Sugarcane,Kharif,70900,7.66,14180,"Paid On Time",0
L101927,F21927,Indapur,3,1,0,Jowar,Kharif,52200,11.7,17400,"Paid On Time",0
L101928,F21928,Baramati,6.1,4,3,Soybean,Rabi,93600,9.72,15344,"Paid On Time",0
L101929,F21929,Baramati,3.1,1,0,Sugarcane,Kharif,53100,7.01,17129,"Paid On Time",0
L101930,F21930,Malshiras,5.3,1,0,Onion,Rabi,71100,11.72,13415,"Paid On Time",0
L101931,F21931,Baramati,2.2,0,0,Jowar,Kharif,19400,7.66,8818,"Paid Late",38
L101932,F21932,Daund,6.3,0,0,Sugarcane,Rabi,72000,11.17,11429,"Paid On Time",0
L101933,F21933,Malshiras,1.3,1,0,Cotton,Kharif,15000,8.65,11538,"Paid On Time",0
L101934,F21934,Malshiras,1.7,2,1,Jowar,Rabi,22000,9.84,12941,"Paid On Time",0
L101935,F21935,Baramati,1.9,2,1,Wheat,Kharif,24700,11.18,13000,"Paid Late",18
L101936,F21936,Baramati,2.4,1,0,Onion,Rabi,30800,7.25,12833,"Paid On Time",0
L101937,F21937,Indapur,4.3,0,0,Sugarcane,Kharif,37300,10.4,8674,Defaulted,174
L101938,F21938,Daund,3.5,1,0,Jowar,Rabi,38800,7.74,11086,Defaulted,101
L101939,F21939,Malshiras,5.4,1,0,Sugarcane,Rabi,58700,10.58,10870,Defaulted,363
L101940,F21940,Indapur,6.8,3,1,Cotton,Rabi,91000,7.8,13382,"Paid Late",59
L101941,F21941,Baramati,1.2,0,0,Jowar,Kharif,16300,7.11,13583,"Paid On Time",0
L101942,F21942,Indapur,7.3,2,0,Wheat,Kharif,101300,7.78,13877,"Paid On Time",0
L101943,F21943,Malshiras,3.1,0,0,Sugarcane,Rabi,46500,10.13,15000,"Paid On Time",0
L101944,F21944,Baramati,9.2,3,1,Cotton,Rabi,106500,11.93,11576,Defaulted,352
L101945,F21945,Indapur,2.2,0,0,Jowar,Kharif,37400,11.85,17000,"Paid On Time",0
L101946,F21946,Baramati,1,0,0,Sugarcane,Kharif,15000,10.73,15000,"Paid On Time",0
L101947,F21947,Baramati,5.1,2,0,Cotton,Kharif,48900,11.12,9588,Defaulted,110
L101948,F21948,Malshiras,4.9,1,0,Sugarcane,Kharif,73800,11.37,15061,Defaulted,330
L101949,F21949,Baramati,1.7,0,0,Sugarcane,Kharif,16300,9.64,9588,"Paid Late",16
L101950,F21950,Indapur,1.8,1,0,Jowar,Rabi,20700,8.14,11500,"Paid On Time",0
L101951,F21951,Malshiras,5.6,0,0,Sugarcane,Kharif,92400,10.31,16500,Defaulted,286
L101952,F21952,Phaltan,4.4,2,0,Soybean,Rabi,35200,7.71,8000,"Paid Late",13
L101953,F21953,Baramati,2.9,1,0,Wheat,Rabi,35200,11.16,12138,"Paid On Time",0
L101954,F21954,Daund,4.6,1,0,Sugarcane,Kharif,44700,9.06,9717,"Paid On Time",0
L101955,F21955,Malshiras,4.1,0,0,Wheat,Kharif,40100,8.33,9780,Defaulted,398
L101956,F21956,Daund,1.9,1,0,Cotton,Kharif,26300,11.22,13842,"Paid On Time",0
L101957,F21957,Daund,5.9,3,0,Jowar,Kharif,62100,7.56,10525,"Paid On Time",0
L101958,F21958,Daund,5.2,0,0,Jowar,Rabi,75900,11.87,14596,Defaulted,331
L101959,F21959,Phaltan,3.5,3,1,Jowar,Rabi,41700,11.75,11914,"Paid On Time",0
L101960,F21960,Baramati,5.6,1,1,Soybean,Kharif,89300,10.04,15946,Defaulted,336
L101961,F21961,Malshiras,9.9,2,1,Jowar,Rabi,119600,10.56,12081,"Paid Late",5
L101962,F21962,Malshiras,1.8,2,0,Wheat,Kharif,22500,7.19,12500,"Paid On Time",0
L101963,F21963,Baramati,3,0,0,Cotton,Kharif,42800,9.19,14267,"Paid Late",47
L101964,F21964,Malshiras,3.1,3,0,Sugarcane,Rabi,48400,11.42,15613,"Paid On Time",0
L101965,F21965,Malshiras,5.5,3,1,Sugarcane,Kharif,72400,7.06,13164,"Paid Late",31
L101966,F21966,Phaltan,2.4,0,0,Cotton,Kharif,33300,8.45,13875,"Paid On Time",0
L101967,F21967,Indapur,5.4,1,0,Cotton,Kharif,48700,8.77,9019,"Paid On Time",0
L101968,F21968,Daund,2.5,2,1,Onion,Kharif,34900,10.38,13960,Defaulted,135
L101969,F21969,Malshiras,1.7,3,1,Onion,Kharif,19200,10.52,11294,"Paid Late",27
L101970,F21970,Baramati,3.7,3,0,Sugarcane,Rabi,60200,7.33,16270,"Paid On Time",0
L101971,F21971,Malshiras,2.5,0,0,Onion,Kharif,23500,8.09,9400,Defaulted,272
L101972,F21972,Malshiras,3.9,1,0,Wheat,Rabi,42000,11.13,10769,"Paid Late",18
L101973,F21973,Phaltan,4.5,1,0,Soybean,Kharif,53000,7.96,11778,"Paid On Time",0
L101974,F21974,Indapur,1.2,0,0,Onion,Kharif,15000,8.43,12500,"Paid Late",29
L101975,F21975,Daund,2.7,2,0,Wheat,Rabi,37300,7.81,13815,"Paid On Time",0
L101976,F21976,Baramati,3.7,3,0,Wheat,Rabi,44800,10.77,12108,"Paid On Time",0
L101977,F21977,Malshiras,5.6,1,1,Cotton,Rabi,78900,7.14,14089,"Paid On Time",0
L101978,F21978,Indapur,5.2,2,0,Cotton,Kharif,56100,8.51,10788,"Paid Late",42
L101979,F21979,Baramati,2,2,0,Onion,Kharif,25000,9.66,12500,"Paid On Time",0
L101980,F21980,Phaltan,3.1,1,0,Cotton,Rabi,46400,7.03,14968,"Paid On Time",0
L101981,F21981,Phaltan,4.6,1,0,Sugarcane,Rabi,38700,11.77,8413,"Paid On Time",0
L101982,F21982,Phaltan,3,1,0,Cotton,Rabi,44200,11.35,14733,"Paid On Time",0
L101983,F21983,Baramati,2.2,1,1,Soybean,Kharif,23600,10.24,10727,"Paid On Time",0
L101984,F21984,Phaltan,3.4,0,0,Soybean,Kharif,40600,9.2,11941,"Paid On Time",0
L101985,F21985,Phaltan,4.3,2,0,Onion,Kharif,61200,7.78,14233,"Paid Late",51
L101986,F21986,Phaltan,1.9,1,0,Soybean,Kharif,18100,9.77,9526,Defaulted,159
L101987,F21987,Malshiras,4.9,2,1,Jowar,Kharif,73000,8.2,14898,"Paid On Time",0
L101988,F21988,Indapur,3.8,3,0,Wheat,Kharif,27700,10.19,7289,"Paid On Time",0
L101989,F21989,Indapur,5,2,1,Soybean,Kharif,76500,7.73,15300,Defaulted,349
L101990,F21990,Malshiras,3.3,0,0,Sugarcane,Rabi,45800,10.59,13879,"Paid On Time",0
L101991,F21991,Daund,9,1,0,Cotton,Rabi,109900,8.61,12211,"Paid On Time",0
L101992,F21992,Daund,4.3,3,0,Jowar,Rabi,41300,9.51,9605,"Paid On Time",0
L101993,F21993,Indapur,5.3,0,0,Jowar,Kharif,63100,7.81,11906,"Paid On Time",0
L101994,F21994,Phaltan,4.9,2,0,Soybean,Kharif,56900,8.28,11612,"Paid On Time",0
L101995,F21995,Phaltan,3.1,1,0,Onion,Rabi,39600,9.25,12774,"Paid On Time",0
L101996,F21996,Baramati,4.1,0,0,Jowar,Kharif,46800,9.29,11415,"Paid Late",37
L101997,F21997,Daund,2.4,2,0,Sugarcane,Rabi,24000,12,10000,"Paid On Time",0
L101998,F21998,Malshiras,8.6,2,0,Wheat,Kharif,111900,8.68,13012,"Paid On Time",0
L101999,F21999,Indapur,4.6,1,0,Jowar,Rabi,73000,7.42,15870,"Paid On Time",0
L102000,F22000,Indapur,2.1,1,1,Jowar,Kharif,25400,9.62,12095,"Paid Late",14
L102001,F22001,Malshiras,7.5,1,0,Sugarcane,Rabi,89300,8.61,11907,Defaulted,228
L102002,F22002,Baramati,3.2,3,1,Cotton,Rabi,33100,11.39,10344,Defaulted,163
L102003,F22003,Indapur,5.8,2,1,Soybean,Kharif,69600,8.05,12000,"Paid On Time",0
L102004,F22004,Daund,1.2,3,0,Cotton,Rabi,18800,11.28,15667,"Paid On Time",0
L102005,F22005,Phaltan,6.7,2,0,Sugarcane,Rabi,73800,10.32,11015,"Paid On Time",0
L102006,F22006,Baramati,4.5,2,0,Wheat,Rabi,66700,7.94,14822,"Paid On Time",0
L102007,F22007,Daund,2,2,0,Soybean,Kharif,27100,9.03,13550,Defaulted,394
L102008,F22008,Baramati,4.4,0,0,Sugarcane,Kharif,66100,9.46,15023,"Paid On Time",0
L102009,F22009,Phaltan,8.1,0,0,Wheat,Rabi,150900,9.61,18630,"Paid On Time",0
L102010,F22010,Phaltan,2.4,2,0,Sugarcane,Rabi,18600,8.99,7750,Defaulted,373
L102011,F22011,Daund,2.4,0,0,Soybean,Rabi,22200,9.92,9250,"Paid On Time",0
L102012,F22012,Indapur,3.1,2,1,Jowar,Kharif,38400,10.58,12387,Defaulted,357
L102013,F22013,Baramati,3.6,0,0,Jowar,Rabi,36200,9.53,10056,"Paid On Time",0
L102014,F22014,Malshiras,6,0,0,Cotton,Rabi,64200,10.01,10700,"Paid Late",22
L102015,F22015,Phaltan,4.6,0,0,Jowar,Rabi,66000,11.3,14348,Defaulted,346
L102016,F22016,Indapur,3.1,1,0,Jowar,Rabi,34600,9.49,11161,"Paid On Time",0
L102017,F22017,Daund,4.2,0,0,Wheat,Kharif,54800,9.08,13048,"Paid On Time",0
L102018,F22018,Phaltan,8.9,1,0,Onion,Rabi,96900,8.24,10888,"Paid Late",17
L102019,F22019,Phaltan,5.1,1,0,Cotton,Rabi,34700,7.66,6804,"Paid On Time",0
L102020,F22020,Daund,3.3,0,0,Sugarcane,Kharif,38200,8.46,11576,"Paid On Time",0
L102021,F22021,Indapur,3,0,0,Jowar,Kharif,43800,9.03,14600,"Paid Late",32
L102022,F22022,Phaltan,4,3,0,Soybean,Rabi,45500,10.82,11375,Defaulted,309
L102023,F22023,Phaltan,6,3,0,Cotton,Kharif,59200,8.09,9867,"Paid Late",9
L102024,F22024,Daund,2.2,4,0,Sugarcane,Kharif,28900,10.51,13136,"Paid On Time",0
L102025,F22025,Baramati,5.5,1,1,Sugarcane,Rabi,60200,7.4,10945,"Paid On Time",0
L102026,F22026,Daund,3.3,0,0,Sugarcane,Rabi,48000,7.79,14545,Defaulted,317
L102027,F22027,Phaltan,3.6,1,1,Sugarcane,Rabi,34400,8.63,9556,"Paid On Time",0
L102028,F22028,Malshiras,13.2,1,0,Onion,Kharif,218700,9.35,16568,Defaulted,265
L102029,F22029,Daund,5.2,0,0,Cotton,Kharif,56700,7.9,10904,Defaulted,284
L102030,F22030,Indapur,2.5,0,0,Jowar,Kharif,26800,7.56,10720,"Paid On Time",0
L102031,F22031,Daund,4.5,1,0,Sugarcane,Kharif,52000,9.83,11556,"Paid On Time",0
L102032,F22032,Baramati,6.2,1,0,Cotton,Rabi,80200,9.06,12935,"Paid On Time",0
L102033,F22033,Baramati,5.2,3,0,Onion,Kharif,70300,9.08,13519,"Paid On Time",0
L102034,F22034,Phaltan,0.9,0,0,Sugarcane,Kharif,15000,8.54,16667,Defaulted,380
L102035,F22035,Malshiras,3.5,2,0,Cotton,Rabi,32000,8.86,9143,"Paid On Time",0
L102036,F22036,Malshiras,4.6,2,0,Jowar,Kharif,67900,7.92,14761,"Paid On Time",0
L102037,F22037,Daund,4.4,1,0,Sugarcane,Kharif,58500,8.35,13295,Defaulted,124
L102038,F22038,Baramati,2.7,0,0,Sugarcane,Kharif,37100,9.71,13741,"Paid Late",43
L102039,F22039,Malshiras,5.3,3,0,Onion,Kharif,47400,9.61,8943,"Paid On Time",0
L102040,F22040,Daund,6.7,2,0,Soybean,Kharif,95700,11.53,14284,"Paid On Time",0
L102041,F22041,Indapur,1.2,1,0,Wheat,Rabi,15000,11.16,12500,"Paid On Time",0
L102042,F22042,Malshiras,1.2,2,0,Sugarcane,Rabi,15000,7.04,12500,"Paid On Time",0
L102043,F22043,Phaltan,4.4,0,0,Cotton,Rabi,38500,8.15,8750,"Paid On Time",0
L102044,F22044,Phaltan,5.5,3,0,Soybean,Rabi,66000,11.44,12000,"Paid On Time",0
L102045,F22045,Indapur,2.4,2,0,Wheat,Kharif,22800,8.57,9500,"Paid Late",50
L102046,F22046,Malshiras,0.9,1,0,Cotton,Rabi,15000,9.39,16667,"Paid On Time",0
L102047,F22047,Daund,3.5,0,0,Jowar,Kharif,37600,10.37,10743,"Paid On Time",0
L102048,F22048,Daund,4.4,2,0,Jowar,Kharif,46300,9.72,10523,"Paid On Time",0
L102049,F22049,Phaltan,2.9,0,0,Soybean,Kharif,24100,7.02,8310,"Paid Late",27
L102050,F22050,Phaltan,6.3,2,0,Soybean,Kharif,44800,8.03,7111,Defaulted,268
L102051,F22051,Baramati,4.2,2,0,Wheat,Kharif,45700,7.5,10881,"Paid Late",17
L102052,F22052,Indapur,2.3,1,0,Wheat,Kharif,24300,7.84,10565,Defaulted,219
L102053,F22053,Indapur,2.4,1,0,Sugarcane,Kharif,22800,7.74,9500,Defaulted,280
L102054,F22054,Malshiras,3.5,0,0,Jowar,Kharif,51600,10.11,14743,Defaulted,204
L102055,F22055,Phaltan,2.8,0,0,Soybean,Kharif,35700,9.03,12750,"Paid On Time",0
L102056,F22056,Indapur,1.1,0,0,Onion,Rabi,15000,7.33,13636,"Paid On Time",0
L102057,F22057,Phaltan,4,3,0,Onion,Kharif,30100,7.41,7525,"Paid On Time",0
L102058,F22058,Phaltan,2.5,1,0,Sugarcane,Rabi,27200,11.75,10880,"Paid On Time",0
L102059,F22059,Indapur,2.7,1,0,Soybean,Kharif,30200,7.77,11185,"Paid Late",13
L102060,F22060,Daund,1.8,2,0,Soybean,Kharif,23900,8.27,13278,"Paid Late",35
L102061,F22061,Malshiras,8.2,2,0,Soybean,Rabi,97700,9.87,11915,"Paid On Time",0
L102062,F22062,Daund,5,0,0,Jowar,Rabi,87100,7.94,17420,"Paid On Time",0
L102063,F22063,Baramati,9.5,2,0,Sugarcane,Kharif,115700,7.99,12179,Defaulted,270
L102064,F22064,Phaltan,2.9,1,0,Wheat,Kharif,30600,7.36,10552,"Paid On Time",0
L102065,F22065,Daund,5.2,1,1,Onion,Rabi,65200,11.9,12538,Defaulted,181
L102066,F22066,Daund,4.1,0,0,Onion,Kharif,70400,10.03,17171,Defaulted,268
L102067,F22067,Phaltan,2.3,1,0,Sugarcane,Kharif,23200,9.65,10087,"Paid On Time",0
L102068,F22068,Malshiras,2.9,1,0,Onion,Kharif,26500,11.44,9138,"Paid On Time",0
L102069,F22069,Indapur,5,0,0,Sugarcane,Rabi,57100,9.97,11420,"Paid On Time",0
L102070,F22070,Daund,1.8,2,1,Soybean,Kharif,23600,8.32,13111,"Paid Late",44
L102071,F22071,Baramati,6.3,1,0,Cotton,Rabi,88000,9.36,13968,"Paid Late",8
L102072,F22072,Phaltan,3.9,1,0,Wheat,Rabi,40400,9.39,10359,"Paid On Time",0
L102073,F22073,Daund,5.8,2,0,Sugarcane,Rabi,60200,8.99,10379,"Paid On Time",0
L102074,F22074,Indapur,4.4,3,0,Cotton,Kharif,49500,10.77,11250,"Paid On Time",0
L102075,F22075,Phaltan,1.3,2,1,Cotton,Rabi,15000,7.55,11538,"Paid On Time",0
L102076,F22076,Daund,3.5,0,0,Onion,Kharif,29000,7.8,8286,Defaulted,362
L102077,F22077,Daund,6.4,0,0,Wheat,Kharif,63400,8.86,9906,"Paid On Time",0
L102078,F22078,Daund,3.8,1,0,Wheat,Kharif,47600,7.36,12526,"Paid Late",47
L102079,F22079,Indapur,3.5,1,1,Wheat,Rabi,36100,11.94,10314,Defaulted,162
L102080,F22080,Baramati,3.8,0,0,Soybean,Rabi,58400,9.48,15368,"Paid Late",5
L102081,F22081,Malshiras,1.1,1,0,Sugarcane,Rabi,16900,7.25,15364,"Paid On Time",0
L102082,F22082,Baramati,6.8,0,0,Sugarcane,Kharif,83900,10.04,12338,Defaulted,330
L102083,F22083,Indapur,0.8,1,0,Soybean,Rabi,15000,10.91,18750,"Paid On Time",0
L102084,F22084,Phaltan,7.6,2,0,Onion,Rabi,52700,9.04,6934,"Paid On Time",0
L102085,F22085,Baramati,2.8,0,0,Cotton,Rabi,43300,9.4,15464,Defaulted,255
L102086,F22086,Phaltan,4.6,1,0,Wheat,Rabi,47200,10.5,10261,"Paid On Time",0
L102087,F22087,Phaltan,1,0,0,Jowar,Kharif,15000,8.17,15000,Defaulted,164
L102088,F22088,Phaltan,5.5,3,0,Onion,Rabi,39600,9.99,7200,"Paid On Time",0
L102089,F22089,Indapur,5,0,0,Cotton,Rabi,51300,10.15,10260,Defaulted,316
L102090,F22090,Baramati,4.8,1,0,Onion,Rabi,57800,11.02,12042,"Paid On Time",0
L102091,F22091,Malshiras,1,0,0,Wheat,Kharif,15000,11.46,15000,Defaulted,109
L102092,F22092,Indapur,2.1,0,0,Soybean,Kharif,24000,11.7,11429,"Paid On Time",0
L102093,F22093,Malshiras,4.4,0,0,Jowar,Kharif,41400,7.63,9409,"Paid Late",15
